#OTU ID	m161004_131820_42237_c101086072550000001823265803091794_s1_p0	m161004_173440_42237_c101086072550000001823265803091795_s1_p0	m161004_215100_42237_c101086072550000001823265803091796_s1_p0	m161005_020720_42237_c101086072550000001823265803091797_s1_p0	m161005_062341_42237_c101086352550000001823265803091720_s1_p0	m161005_104000_42237_c101086352550000001823265803091721_s1_p0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/66581/ccs	2	0	2	5	1	4
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/66620/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/6663/ccs	1	1	0	0	1	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/667/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/67019/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/67096/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/6718/ccs	6	5	2	7	6	4
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/67192/ccs	34	11	8	9	12	6
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/67477/ccs	2	0	4	2	4	2
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/67910/ccs	2	0	0	0	1	2
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/68100/ccs	1	2	1	2	1	2
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/68417/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/68484/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/68545/ccs	1	1	0	1	2	1
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/68630/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/68631/ccs	3	1	1	0	0	1
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/69013/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/69073/ccs	1	1	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/69140/ccs	27	6	8	3	5	5
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/69169/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/69581/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/69852/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/69870/ccs	1	0	0	1	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/70093/ccs	1	0	1	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/70399/ccs	7	4	5	2	5	4
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/70422/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/70512/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/70563/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/70682/ccs	1	0	0	0	1	1
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/70728/ccs	12	5	4	9	8	13
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/70740/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/71043/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/71056/ccs	2	0	0	0	1	1
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/71141/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/71249/ccs	1	1	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/71316/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/71654/ccs	1	2	0	0	1	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/71698/ccs	2	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/71822/ccs	10	5	3	3	4	5
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/71908/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/71958/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/7209/ccs	5	2	1	1	1	1
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/72181/ccs	1	2	1	0	1	1
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/72586/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/72750/ccs	11	6	4	3	6	1
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/73175/ccs	8	0	6	0	1	2
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/73249/ccs	2	1	0	0	2	1
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/73359/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/73426/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/73432/ccs	1	0	0	0	1	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/73467/ccs	1	2	1	1	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/73538/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/73745/ccs	1	0	1	1	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/73832/ccs	1	0	0	0	1	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/73941/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/74021/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/74178/ccs	1	0	0	0	2	1
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/74215/ccs	1	0	0	1	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/743/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/74548/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/74961/ccs	4	0	0	0	1	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/74969/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/75048/ccs	1	0	0	1	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/75324/ccs	3	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/75358/ccs	1	0	0	1	1	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/75544/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/75548/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/75572/ccs	1	1	1	4	0	2
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/7584/ccs	9	1	1	2	3	3
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/76007/ccs	2	0	3	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/76014/ccs	1	1	0	1	0	1
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/76022/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/76335/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/76753/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/76959/ccs	1	0	0	0	0	1
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/76996/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/77080/ccs	6	0	0	1	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/77112/ccs	1	0	0	0	1	1
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/77146/ccs	1	0	2	0	1	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/77295/ccs	1	1	1	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/77416/ccs	26	6	9	7	7	10
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/77483/ccs	18	10	5	10	4	5
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/77485/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/77710/ccs	57	10	9	10	14	15
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/77776/ccs	1	0	0	0	1	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/77940/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/77947/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/78100/ccs	1	0	1	0	2	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/78109/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/78329/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/78393/ccs	13	7	7	4	5	4
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/78404/ccs	1	0	1	0	1	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/78432/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/78450/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/78652/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/78781/ccs	5	5	1	2	0	5
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/79057/ccs	1	0	0	1	0	1
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/7934/ccs	20	4	5	6	2	2
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/79463/ccs	2	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/79716/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/79934/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/79971/ccs	1	0	1	0	3	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/7998/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/80001/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/80010/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/80071/ccs	1	0	0	0	1	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/80281/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/80299/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/80314/ccs	1	0	0	0	0	1
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/8035/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/80618/ccs	1	0	0	2	0	1
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/80694/ccs	1	1	0	0	1	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/80709/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/8118/ccs	2	1	1	4	1	3
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/81274/ccs	24	9	9	8	10	7
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/81610/ccs	1	1	0	2	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/81717/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/81773/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/81803/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/81831/ccs	1	0	1	2	2	1
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/81971/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/82082/ccs	9	1	2	2	0	6
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/82325/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/82374/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/82580/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/83057/ccs	2	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/83186/ccs	3	1	0	1	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/83407/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/83595/ccs	34	9	13	11	9	9
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/83619/ccs	2	1	0	0	0	1
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/83657/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/83934/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/83939/ccs	1	0	0	1	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/84106/ccs	4	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/84241/ccs	21	13	21	13	18	21
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/85478/ccs	3	0	0	1	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/86029/ccs	1	0	0	0	1	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/86372/ccs	1	0	1	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/86432/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/86593/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/86660/ccs	22	8	4	8	13	13
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/86688/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/86775/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/86988/ccs	1	2	1	1	1	1
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/87005/ccs	18	9	7	5	5	7
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/87091/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/87152/ccs	2	1	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/87173/ccs	1	2	1	0	1	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/87294/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/8730/ccs	3	3	1	1	1	2
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/87540/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/8759/ccs	2	1	0	2	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/87931/ccs	17	7	6	3	7	8
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/87932/ccs	4	1	1	3	1	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/88311/ccs	1	0	0	0	1	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/88329/ccs	1	2	0	0	1	2
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/88450/ccs	10	0	2	1	3	5
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/88646/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/88688/ccs	4	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/88794/ccs	1	0	0	0	0	1
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/88809/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/88914/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/88956/ccs	1	0	0	0	2	2
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/88991/ccs	2	0	0	0	0	1
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/89052/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/8913/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/89328/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/89554/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/89614/ccs	20	6	7	20	11	7
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/89796/ccs	1	1	0	0	0	1
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/89957/ccs	2	0	0	1	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/89977/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/9001/ccs	1	0	1	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/90032/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/90118/ccs	9	0	0	2	2	2
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/90228/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/90242/ccs	1	1	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/9035/ccs	28	6	4	10	9	7
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/90384/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/90675/ccs	14	1	3	4	4	5
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/90725/ccs	21	9	7	9	7	7
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/9073/ccs	1	1	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/90751/ccs	1	0	0	0	1	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/90849/ccs	1	1	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/91047/ccs	7	1	0	0	1	2
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/91533/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/91832/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/91849/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/9190/ccs	2	7	6	3	2	5
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/91993/ccs	5	3	4	1	1	2
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/9226/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/92791/ccs	1	1	0	2	3	1
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/92942/ccs	1	1	1	0	1	1
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/93184/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/93262/ccs	1	2	0	1	1	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/93335/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/93462/ccs	1	1	0	0	1	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/93599/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/93951/ccs	7	0	1	1	2	1
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/93966/ccs	72	21	21	38	28	33
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/94082/ccs	1	1	0	1	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/94201/ccs	2	0	1	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/94477/ccs	16	14	5	11	4	13
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/94564/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/94734/ccs	30	9	6	11	13	9
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/94747/ccs	22	4	4	12	5	4
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/94795/ccs	3	2	0	2	1	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/94856/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/94877/ccs	1	1	0	1	2	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/952/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/95502/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/95809/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/95950/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/96121/ccs	2	0	2	0	1	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/96198/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/96217/ccs	2	0	0	0	0	1
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/96221/ccs	1	1	1	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/96252/ccs	1	1	0	1	1	3
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/9627/ccs	10	5	1	6	2	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/96283/ccs	1	0	0	0	0	1
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/96319/ccs	1	1	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/96337/ccs	1	0	1	0	0	2
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/96348/ccs	15	3	6	2	5	7
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/96528/ccs	11	5	7	2	2	4
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/96659/ccs	1	1	0	1	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/96707/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/96925/ccs	1	2	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/97028/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/97175/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/97445/ccs	13	3	6	3	6	3
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/97449/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/97537/ccs	16	3	3	2	4	3
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/97818/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/97933/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/98064/ccs	7	3	2	1	6	2
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/98076/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/9810/ccs	1	2	2	0	1	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/98129/ccs	9	4	1	4	6	9
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/98162/ccs	1	0	1	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/98244/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/98519/ccs	6	2	0	1	0	1
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/98696/ccs	1	1	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/98821/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/98837/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/99026/ccs	4	1	1	3	3	3
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/99083/ccs	3	2	3	2	0	3
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/99086/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/99312/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/99347/ccs	1	0	0	0	1	1
